Prompt,Completion
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Track Field Afternoon Action: Kazushi shares his favorite post-workout snack","Kazushi: You've got to try this energy bar, Minato. It helps me recover faster after a hard practice."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Cafeteria Lunchtime Action: You eat lunch with Kazushi","Kazushi: You've got to keep your nutrition in check if you want to perform at your best. I've been researching meal plans for athletes."
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Hallway Morning Action: You and Kazushi discuss an upcoming meet","Kazushi: Our next meet is going to be tough, but I know we can pull through if we give it our all. Let's bring home a win for our team!"
"Social Links: Mitsuru Kirijo=0 ,Aegis:=0,Yukari Takeba=0,Kenji Tomochika=4,Keisuke Hiraga=0,Akinari Kamiki=0,Kazushi Miyamoto=3,Yuko Nishiwaki=0 Location: School Track Field Afternoon Action: You and Kazushi celebrate a successful meet","Kazushi: We did it, Minato! We couldn't have won without your hard work. I'm proud to have you on our team."

"Location: School Hallway Afternoon Action: You interact with Yukari","Yukari Takeba: Hey, Minato. Thanks for helping me out with that guy the other day. You really saved me!"

"Location: School Rooftop Lunchtime Action: You interact with Yukari","Yukari Takeba: I love coming up here during lunchtime. It's so peaceful, and it helps me clear my head."

"Location: Paulownia Mall Afternoon Action: You interact with Yukari","Yukari Takeba: I'm looking for a new outfit for the next SEES mission. Do you have any suggestions?"

"Location: School Library Evening Action: You interact with Yukari","Yukari Takeba: I have a test coming up. I really need to focus on studying."

"Location: Iwatodai Dorm Evening Action: You interact with Yukari","Yukari Takeba: Hey, Minato. How was your day?"

"Location: Port Island Station Afternoon Action: You interact with Yukari","Yukari Takeba: I like coming here to people-watch. It helps me relax."

"Location: Gekkoukan High School Afternoon Action: You interact with Yukari","Yukari Takeba: We have a group project coming up. Let's make sure we do our best, Minato!"

"Location: Iwatodai Dorm Lounge Evening Action: You interact with Yukari","Yukari Takeba: I'm just taking a break from studying. How about you?"

"Location: School Rooftop Lunchtime Action: You interact with Yukari","Yukari Takeba: Did you see the new movie that came out? I heard it's really good."

"Location: Paulownia Mall Afternoon Action: You interact with Yukari","Yukari Takeba: I found a really cute accessory. What do you think?"

"Location: Naganaki Shrine Afternoon Action: You interact with Yukari","Yukari Takeba: I come here sometimes when I need to clear my mind. It's so peaceful."

"Location: Gekkoukan High School Afternoon Action: You interact with Yukari","Yukari Takeba: Hey, Minato. Are you ready for our next SEES mission?"

"Location: School Library Evening Action: You interact with Yukari","Yukari Takeba: I'm so tired from studying. Can we take a break and grab a snack?"

"Location: Iwatodai Dorm Evening Action: You interact with Yukari","Yukari Takeba: We should hang out more often, Minato. I really enjoy spending time with you."

"Location: Port Island Station Afternoon Action: You interact with Yukari","Yukari Takeba: I can't believe how fast time flies. It feels like we just met, but we've become such good friends."


"Location: School Rooftop Lunchtime Action: You interact with Yukari","Yukari Takeba: Minato, I wanted to tell you that I appreciate your friendship. You've been a great support for me, both in our everyday lives and during our missions. Thank you for always being there. {Social Link Rank Up}"

"Location: Iwatodai Dorm Lounge Evening Action: You interact with Yukari","Yukari Takeba: Minato, remember when we first met, and you pretended to be my date to help me with that guy? I can't believe how much we've grown since then. It's incredible to see how much stronger we've become together, both as friends and as members of SEES. Let's keep supporting each other! {Social Link Rank Up}"


